date,trade_count,turnover,commission,slippage,trading_pnl,holding_pnl,total_pnl,net_pnl,balance,daily_return,log_return,high_watermark,drawdown_amount,drawdown
2025-08-01 00:00:00,1,320117.0,96.03509999999999,0.0,-2918.999999999981,14218.000000000047,11299.000000000065,11202.964900000065,1011202.9649,0.011202964900000056,0.01114067646707522,1011202.9649,0.0,0.0
2025-08-04 00:00:00,1,329427.0,98.82809999999999,0.0,3024.0000000000027,882.0000000000036,3906.000000000006,3807.171900000006,1015010.1368000001,0.0037649928176155534,0.0037579229718797316,1015010.1368000001,0.0,0.0
2025-08-05 00:00:00,2,698924.0,209.67719999999997,0.0,-9846.000000000053,16861.000000000007,7014.999999999958,6805.322799999958,1021815.4596000001,0.0067046845674418876,0.006682308132144276,1021815.4596000001,0.0,0.0
2025-08-06 00:00:00,2,658043.0,197.41289999999998,0.0,-3305.999999999969,8694.000000000016,5388.000000000047,5190.587100000048,1027006.0467000001,0.005079769591695094,0.005066911089245587,1027006.0467000001,0.0,0.0
2025-08-07 00:00:00,1,347760.0,104.32799999999999,0.0,8126.9999999999945,-6325.00000000006,1801.999999999934,1697.671999999934,1028703.7187,0.0016530301895056887,0.0016516654388776446,1028703.7187,0.0,0.0
2025-08-08 00:00:00,1,340575.0,102.17249999999999,0.0,-5736.0000000000055,6942.000000000021,1206.0000000000155,1103.8275000000158,1029807.5462,0.001073027617120914,0.0010724523344800255,1029807.5462,0.0,0.0
2025-08-11 00:00:00,2,670729.0,201.21869999999998,0.0,7232.999999999995,10931.000000000002,18163.999999999996,17962.7813,1047770.3275,0.01744285266337653,0.017292472298732733,1047770.3275,0.0,0.0
2025-08-12 00:00:00,2,655781.0,196.73429999999996,0.0,-6672.999999999976,-238.9999999999949,-6911.999999999971,-7108.734299999971,1040661.5932,-0.00678463028912224,-0.006807750527388188,1047770.3275,-7108.734300000011,-0.00678463028912224
2025-08-13 00:00:00,1,345355.0,103.6065,0.0,1672.9999999999643,-4508.000000000004,-2835.000000000039,-2938.606500000039,1037722.9867,-0.002823786828688335,-0.0028277812360573583,1047770.3275,-10047.340800000005,-0.009589258768162634
2025-08-14 00:00:00,1,330270.0,99.08099999999999,0.0,7675.99999999998,-6963.999999999969,712.0000000000109,612.9190000000108,1038335.9057,0.0005906383571101514,0.0005904639989274155,1047770.3275,-9434.421800000011,-0.009004284195097134
2025-08-15 00:00:00,2,642390.0,192.71699999999998,0.0,-27704.000000000044,58401.99999999999,30697.99999999995,30505.282999999952,1068841.1887,0.029379011967649138,0.02895571942137027,1068841.1887,0.0,0.0
2025-08-18 00:00:00,3,1020192.0,306.0576,0.0,23733.999999999993,-14746.00000000001,8987.999999999985,8681.942399999985,1077523.1310999999,0.00812276182073357,0.00808994975424788,1077523.1310999999,0.0,0.0
2025-08-19 00:00:00,1,346304.0,103.8912,0.0,-16016.000000000036,7357.999999999957,-8658.00000000008,-8761.891200000078,1068761.2399,-0.008131511006223446,-0.008164752064507036,1077523.1310999999,-8761.891199999955,-0.008131511006223446
2025-08-20 00:00:00,0,0.0,0.0,0.0,0.0,-45541.99999999998,-45541.99999999998,-45541.99999999998,1023219.2398999999,-0.04261194951667713,-0.04354648331811946,1077523.1310999999,-54303.891199999955,-0.050396960986409
2025-08-21 00:00:00,3,963280.0,288.984,0.0,4161.999999999985,-2201.9999999999927,1959.9999999999914,1671.0159999999914,1024890.2558999999,0.0016330967351270154,0.0016317646827036555,1077523.1310999999,-52632.87520000001,-0.048846167363729154
2025-08-22 00:00:00,3,1019161.0,305.7483,0.0,19960.000000000036,0.0,19960.000000000036,19654.251700000037,1044544.5075999999,0.019176932931946666,0.018995373056042212,1077523.1310999999,-32978.62349999999,-0.03060595410729927
2025-08-25 00:00:00,1,398424.0,119.5272,0.0,0.0,61523.99999999996,61523.99999999996,61404.47279999997,1105948.9804,0.05878588452021649,0.05712285969922322,1105948.9804,0.0,0.0
2025-08-26 00:00:00,2,686478.0,205.9434,0.0,5282.0000000000255,2493.999999999996,7776.000000000022,7570.056600000022,1113519.037,0.0068448515565899815,0.006821531912696817,1113519.037,0.0,0.0
2025-08-27 00:00:00,2,667558.0,200.2674,0.0,-6726.000000000011,-24739.999999999964,-31465.999999999978,-31666.267399999975,1081852.7696,-0.028438011697863752,-0.02885020540439225,1113519.037,-31666.26740000001,-0.028438011697863752
2025-08-28 00:00:00,2,645612.0,193.68359999999998,0.0,279.99999999998795,-1251.0000000000205,-971.0000000000327,-1164.6836000000326,1080688.086,-0.0010765638659230303,-0.001077143777046671,1113519.037,-32830.95100000012,-0.02948396022797417
2025-08-29 00:00:00,2,661488.0,198.44639999999998,0.0,-31495.999999999985,41462.999999999985,9967.000000000004,9768.553600000005,1090456.6395999999,0.00903919801332953,0.00899858899482139,1113519.037,-23062.397400000133,-0.02071127356936253
2025-09-01 00:00:00,1,326349.0,97.90469999999999,0.0,729.0000000000276,36619.99999999997,37349.0,37251.0953,1127707.7349,0.03416100553403445,0.033590475312679516,1127707.7349,0.0,0.0
2025-09-02 00:00:00,1,358500.0,107.55,0.0,6691.9999999999845,-24599.00000000004,-17907.00000000006,-18014.550000000057,1109693.1848999998,-0.015974484737925176,-0.01610345212167903,1127707.7349,-18014.55000000028,-0.015974484737925176
2025-09-03 00:00:00,2,660770.0,198.231,0.0,10426.999999999989,-10542.999999999958,-115.99999999996953,-314.23099999996975,1109378.9538999998,-0.00028316926180660396,-0.00028320936179225423,1127707.7349,-18328.781000000192,-0.01625313051668087
2025-09-04 00:00:00,2,649557.0,194.8671,0.0,-8114.999999999964,14336.999999999989,6222.000000000025,6027.132900000025,1115406.0868,0.005432889166332,0.005418184260025898,1127707.7349,-12301.648100000108,-0.01090854280705178
2025-09-05 00:00:00,1,328020.0,98.40599999999999,0.0,5963.999999999974,-10732.000000000005,-4768.000000000031,-4866.406000000034,1110539.6808,-0.0043629007027935485,-0.004372445927427185,1127707.7349,-17168.054100000067,-0.015223850620766033
2025-09-08 00:00:00,1,303750.0,91.12499999999999,0.0,-18359.999999999993,34101.99999999999,15742.000000000002,15650.875000000002,1126190.5558,0.014093035368826667,0.013994651816970032,1127707.7349,-1517.1791000000667,-0.0013453655171874468
2025-09-09 00:00:00,2,691130.0,207.339,0.0,9055.000000000004,-15448.000000000027,-6393.000000000024,-6600.339000000024,1119590.2167999998,-0.005860765716785399,-0.00587800740350797,1127707.7349,-8117.518100000219,-0.007198246361873273
2025-09-10 00:00:00,2,653954.0,196.18619999999999,0.0,-897.9999999999704,5745.999999999997,4848.000000000027,4651.813800000027,1124242.0306,0.004154925373763829,0.004146317506459868,1127707.7349,-3465.7043000000995,-0.0030732291645648724
2025-09-11 00:00:00,1,328517.0,98.5551,0.0,6034.99999999996,23455.99999999998,29490.99999999994,29392.444899999944,1153634.4755,0.02614423238056096,0.02580831423747319,1153634.4755,0.0,0.0
2025-09-12 00:00:00,1,334958.0,100.4874,0.0,-1013.9999999999784,26891.000000000015,25877.000000000036,25776.51260000004,1179410.9881,0.022343743315080822,0.02209777898315803,1179410.9881,0.0,0.0
2025-09-15 00:00:00,2,662800.0,198.83999999999997,0.0,27559.000000000004,-21943.000000000004,5615.999999999999,5417.159999999999,1184828.1480999999,0.0045931062663124855,0.004582590142546485,1184828.1480999999,0.0,0.0
2025-09-16 00:00:00,2,675658.0,202.6974,0.0,3387.00000000003,-10280.00000000002,-6892.99999999999,-7095.69739999999,1177732.4507,-0.005988798807133877,-0.006006803583355205,1184828.1480999999,-7095.697399999946,-0.005988798807133877
2025-09-17 00:00:00,1,323100.0,96.92999999999999,0.0,13109.99999999997,-3561.0000000000528,9548.999999999918,9452.069999999918,1187184.5206999998,0.008025651322065341,0.007993617065532815,1187184.5206999998,0.0,0.0
2025-09-18 00:00:00,1,336788.0,101.03639999999999,0.0,5917.999999999969,-21093.999999999967,-15176.0,-15277.036399999999,1171907.4843,-0.012868291435430779,-0.012951805123593315,1187184.5206999998,-15277.036399999866,-0.012868291435430779
2025-09-19 00:00:00,2,613417.0,184.0251,0.0,3963.000000000002,1844.999999999999,5808.000000000001,5623.9749,1177531.4592,0.004798992220242715,0.004787513765771432,1187184.5206999998,-9653.061499999836,-0.00813105404567449
2025-09-22 00:00:00,2,658575.0,197.5725,0.0,5880.000000000013,-29722.0,-23841.999999999985,-24039.572499999987,1153491.8867,-0.02041522739131929,-0.020626498524042306,1187184.5206999998,-33692.633999999845,-0.028380284119720156
2025-09-23 00:00:00,2,618170.0,185.45099999999996,0.0,5487.999999999983,-3130.999999999982,2357.000000000001,2171.549000000001,1155663.4356999998,0.0018825871469390076,0.0018808173006678655,1187184.5206999998,-31521.084999999963,-0.026551125330891434
2025-09-24 00:00:00,1,325600.0,97.67999999999999,0.0,-6600.0,-10475.999999999989,-17075.99999999999,-17173.67999999999,1138489.7556999999,-0.014860451122257423,-0.01497197385730386,1187184.5206999998,-48694.7649999999,-0.04101701475292818
2025-09-25 00:00:00,1,324375.0,97.31249999999999,0.0,7425.000000000015,-21362.00000000006,-13937.000000000042,-14034.312500000042,1124455.4431999999,-0.012327131122379709,-0.012403740436303691,1187184.5206999998,-62729.0774999999,-0.05283852375620002
2025-09-26 00:00:00,3,955041.0,286.5123,0.0,44341.99999999996,-53693.99999999995,-9351.999999999989,-9638.51229999999,1114816.9308999998,-0.008571715632031296,-0.008608664079036767,1187184.5206999998,-72367.58979999996,-0.060957322588176766
2025-09-29 00:00:00,2,664032.0,199.20959999999997,0.0,-2111.999999999989,31752.00000000003,29640.000000000036,29440.790400000038,1144257.7212999999,0.026408632291072376,0.026065944544126595,1187184.5206999998,-42926.7993999999,-0.036158489814783756
2025-09-30 00:00:00,0,0.0,0.0,0.0,0.0,8971.0,8971.0,8971.0,1153228.7212999999,0.007840017011034872,0.007809443770187504,1187184.5206999998,-33955.7993999999,-0.02860195597899018
2025-10-09 00:00:00,1,359478.0,107.84339999999999,0.0,-14741.999999999987,12935.999999999942,-1806.0000000000473,-1913.843400000047,1151314.8778999997,-0.0016595523200659823,-0.0016609309024483467,1187184.5206999998,-35869.64280000003,-0.030214041856652774
2025-10-10 00:00:00,3,981601.0,294.48029999999994,0.0,25541.000000000015,-17479.999999999956,8061.000000000056,7766.519700000055,1159081.3975999998,0.006745782451944127,0.006723131470171346,1187184.5206999998,-28103.123099999968,-0.023672076758067484
2025-10-13 00:00:00,2,628231.0,188.46929999999998,0.0,6672.000000000047,-11568.000000000011,-4895.999999999964,-5084.469299999964,1153996.9282999998,-0.004386636961414392,-0.004396286482968475,1187184.5206999998,-33187.592399999965,-0.027954872912621553
2025-10-14 00:00:00,1,306122.0,91.83659999999999,0.0,24479.000000000004,106.00000000002365,24585.00000000003,24493.163400000027,1178490.0917,0.021224634831638722,0.021002529509462534,1187184.5206999998,-8694.42899999977,-0.00732357005031814
2025-10-15 00:00:00,2,672083.0,201.62489999999997,0.0,-5817.999999999977,24884.99999999997,19066.999999999993,18865.375099999994,1197355.4668,0.016008089701277317,0.01588131142899798,1197355.4668,0.0,0.0
2025-10-16 00:00:00,2,675986.0,202.79579999999999,0.0,16209.999999999985,-28385.999999999996,-12176.000000000011,-12378.79580000001,1184976.6709999999,-0.010338446804843415,-0.010392259762256995,1197355.4668,-12378.795800000196,-0.010338446804843415
2025-10-17 00:00:00,1,330132.0,99.0396,0.0,-487.9999999999896,-17400.99999999999,-17888.999999999978,-17988.03959999998,1166988.6313999998,-0.0151800791021649,-0.015296475947439419,1197355.4668,-30366.835400000215,-0.02536158746671724
2025-10-20 00:00:00,2,642864.0,192.8592,0.0,1264.0000000000296,16551.000000000015,17815.000000000047,17622.140800000045,1184610.7722,0.015100524825901296,0.01498764682703036,1197355.4668,-12744.694600000046,-0.010644035921981487
2025-10-21 00:00:00,2,655918.0,196.7754,0.0,35613.999999999985,3050.0,38663.999999999985,38467.22459999998,1223077.9967999998,0.032472458889226896,0.031956371297992,1223077.9967999998,0.0,0.0
2025-10-22 00:00:00,1,344528.0,103.35839999999999,0.0,853.9999999999601,-1089.9999999999427,-235.99999999998272,-339.3583999999819,1222738.6384,-0.0002774625991863733,-0.00027750109905502735,1223077.9967999998,-339.3583999997936,-0.0002774625991863733
2025-10-23 00:00:00,1,327500.0,98.24999999999999,0.0,-9499.999999999975,20463.99999999998,10964.000000000005,10865.750000000005,1233604.3884,0.008886404386646563,0.00884715266159558,1233604.3884,0.0,0.0
2025-10-24 00:00:00,2,724078.0,217.22339999999997,0.0,-38228.000000000015,42631.99999999998,4403.999999999964,4186.776599999963,1237791.165,0.003393937829152982,0.003388191420457459,1237791.165,0.0,0.0
2025-10-27 00:00:00,3,976968.0,293.0904,0.0,28607.999999999964,-5500.000000000016,23107.999999999945,22814.909599999944,1260606.0746,0.018431953826395286,0.018264144267644722,1260606.0746,0.0,0.0
2025-10-28 00:00:00,2,692595.0,207.7785,0.0,-20195.999999999978,34608.000000000044,14412.000000000064,14204.221500000061,1274810.2961,0.011267771737897725,0.01120476326620249,1274810.2961,0.0,0.0
2025-10-29 00:00:00,2,638749.0,191.6247,0.0,-7451.999999999971,-2409.0000000000323,-9861.000000000004,-10052.624700000004,1264757.6713999999,-0.007885584804855905,-0.007916840449837518,1274810.2961,-10052.624700000044,-0.007885584804855905
2025-10-30 00:00:00,2,670862.0,201.2586,0.0,22163.000000000004,-16112.00000000002,6050.999999999982,5849.741399999981,1270607.4128,0.004625187521910767,0.004614524209342703,1274810.2961,-4202.88329999987,-0.00329686959138753
2025-10-31 00:00:00,2,638410.0,191.52299999999997,0.0,25121.000000000022,-3794.999999999981,21326.00000000004,21134.477000000043,1291741.8898,0.016633365103251307,0.016496545778586745,1291741.8898,0.0,0.0
